Sentiment,title,category,id,sourceurl,publishdate
Negative,A Bruised Trump Faces Uncertain 2020 Prospects. His Team Fears a Primary Fight.,Politics,41772f23-0589-4126-8f41-a866e51aeba0,https://www.nytimes.com/2019/01/26/us/politics/trump-rnc-2020.html,20190126
Negative,"A School Board Says No to Big Oil, and Alarms Sound in Business-Friendly Louisiana",Business,83422000-9dc9-4ce5-b442-a93c00a6c04a,https://www.nytimes.com/2019/02/05/us/louisiana-itep-exxon-mobil.html,20190205
Negative,A Super Bowl Mermaid Ad and a Sexist Audition,Business,4ae4ca83-837e-4ed7-8e53-79b4501b9244,https://www.nytimes.com/2019/02/08/business/media/bikini-audition-super-bowl-ad-seltzer.html,20190208
Negative,A Tiny Screw Shows Why iPhones Won’t Be ‘Assembled in U.S.A.’,Business,ea30f8cb-d2e1-4e09-a59d-01ce93bbdd31,https://www.nytimes.com/2019/01/28/technology/iphones-apple-china-made.html,20190128
Negative,"‘A Woman, Just Not That Woman’: How Sexism Plays Out on the Trail",Politics,733d4419-c516-4a5d-b0e1-23bc150bca17,https://www.nytimes.com/2019/02/11/us/politics/sexism-double-standard-2020.html,20190211
Negative,‘Businesses Will Not Be Able to Hide’: Spy Satellites May Give Edge From Above,Business,fadc745b-b51f-40dd-bd05-3a44bd870713,https://www.nytimes.com/2019/01/24/technology/satellites-artificial-intelligence.html,20190124
Negative,"‘He May Not Even Be a Free Person,’ Elizabeth Warren Says of Trump in 2020",Politics,813c7380-5d36-47e8-a2c8-d7a72dd040b8,https://www.nytimes.com/2019/02/10/us/politics/elizabeth-warren-trump-2020.html,20190210
Negative,‘Not All Fun and Memes’: BuzzFeed News Employees Plan to Form a Union,Business,9205ec9b-7d18-4e1e-86f6-6687f6edc7c7,https://www.nytimes.com/2019/02/12/business/buzzfeed-news-union-layoffs.html,20190212
Negative,‘There’s a Real Tension.’ Democrats Puzzle Over Whether a Woman Will Beat Trump,Politics,f12be3a4-cb3f-42b5-8912-11fe2a35f26a,https://www.nytimes.com/2019/01/05/us/politics/women-candidates-president-2020.html,20190105
Negative,"After Burst of Holiday Spending, a Plan for a ‘Frugal February’",Business,da296131-2994-4b2e-9103-9c46cabcce09,https://www.nytimes.com/2019/02/01/your-money/holiday-spending-frugal-february.html,20190201
Negative,Amazon Knows What You Buy. And It’s Building a Big Ad Business From It.,Business,86b3129c-6f11-482e-be6d-f41afd1508ff,https://www.nytimes.com/2019/01/20/technology/amazon-ads-advertising.html,20190120
Negative,Amazon Users in India Will Get Less Choice and Pay More Under New Selling Rules,Business,8bd257f2-84be-42e0-8ba1-13df17fb05aa,https://www.nytimes.com/2019/01/30/technology/amazon-walmart-flipkart-india.html,20190130
Negative,"Amazon’s Sales Growth Slows, Even as Cloud Business Stays Hot",Business,3aefd076-f3aa-4acb-a380-37b71302fc8d,https://www.nytimes.com/2019/01/31/technology/amazon-earnings-sales-cloud.html,20190201
Negative,Apple Cuts Revenue Forecast Because of Slow iPhone Sales in China,Business,51db824c-121f-472f-8881-a0bb0e2188da,https://www.nytimes.com/2019/01/02/technology/apple-revenue-decline-china.html,20190102
Negative,"Apple Says Profits Were Flat, Citing Slump in China",Business,d468995c-33fe-408c-ae0b-530df7a81db7,https://www.nytimes.com/2019/01/29/technology/apple-earnings-china.html,20190129
Negative,"Apple Takes a Hit in China, and Workers There Feel the Pain",Business,b1f3fd06-eb5f-4db5-8451-57affe2f0a03,https://www.nytimes.com/2019/02/01/business/apple-china-iphone-jobs.html,20190201
Negative,Apple Was Slow to Act on FaceTime Bug That Allows Spying on iPhones,Business,8a91e7cf-cc91-4ac8-a7da-c6ff1b5da232,https://www.nytimes.com/2019/01/29/technology/facetime-glitch-apple.html,20190130
Negative,"As Beto O’Rourke Weighs 2020 Run, Democrats Chafe at His Go-It-Alone Style",Politics,35fddf20-7219-4a9a-b9d7-6d9b51cad516,https://www.nytimes.com/2019/01/19/us/politics/beto-orourke-democrats-president.html,20190119
Negative,"As Big Retailers Seek to Cut Their Tax Bills, Towns Bear the Brunt",Business,4877eb49-0dcf-44b5-b86f-79e300a67fac,https://www.nytimes.com/2019/01/06/business/economy/retailers-property-tax-dark-stores.html,20190106
Negative,"As Fires Ravaged California, Utilities Lobbied Lawmakers for Protection",Business,eddd0743-6c99-495c-bb17-54397d459f25,https://www.nytimes.com/2019/01/05/business/energy-environment/california-wildfire-electric.html,20190105
Negative,"As Pelvic Mesh Settlements Near $8 Billion, Women Question Lawyers’ Fees",Business,435e7cb8-5439-461c-ae13-0170a943e1e0,https://www.nytimes.com/2019/02/01/business/pelvic-mesh-settlements-lawyers.html,20190201
Negative,"Behind Tech’s Shine, Some Warnings Signs Appear",Business,6e86ec3b-e476-4809-a3aa-0ceb3597baa6,https://www.nytimes.com/2019/02/03/technology/tech-warning-signs.html,20190203
Negative,Bernie Sanders Apologizes Again to Women Who Were Mistreated in 2016 Campaign,Politics,c349cb66-2eed-4902-800e-7e0623a3af28,https://www.nytimes.com/2019/01/10/us/politics/sanders-sexism-apology.html,20190110
Negative,Big Tech Is No Longer Carrying the Stock Market,Business,f6cc258a-55c0-4608-a0d3-0374c03fc46b,https://www.nytimes.com/2019/02/03/business/dealbook/stock-market-technology.html,20190203
Negative,"Big Tech May Look Troubled, but It’s Just Getting Started",Business,6f71e4fb-6bc9-4396-b469-24d5be4d1bc3,https://www.nytimes.com/2019/01/01/technology/big-tech-troubled-just-getting-started.html,20190101
Negative,Businesses Are Taking Action After Brexit Warnings Go Unheeded,Business,df6f5be1-7327-40f5-bfc4-b774d2f354be,https://www.nytimes.com/2019/01/25/business/brexit-no-deal-airbus-uk.html,20190125
Negative,BuzzFeed News Faces Scrutiny After Mueller Denies a Dramatic Trump Report,Business,7fa632d3-0d96-4ec1-b2f8-65474625ece7,https://www.nytimes.com/2019/01/19/business/media/buzzfeed-news-trump-michael-cohen-mueller.html,20190120
Negative,BuzzFeed News in Limbo Land,Business,fdb798a0-6a00-423c-b0b5-2ca92bb557cd,https://www.nytimes.com/2019/01/20/business/media/buzzfeed-trump-mueller-backlash.html,20190120
Negative,BuzzFeed Plans Layoffs as It Aims to Turn Profit,Business,3a47b4db-a1f8-4bec-8d79-fb5434f0563e,https://www.nytimes.com/2019/01/23/business/media/buzzfeed-layoffs.html,20190123
Negative,BuzzFeed’s First Round of Layoffs Puts an End to Its National News Desk,Business,e01a77d6-075b-43b7-9841-e49c58234ca3,https://www.nytimes.com/2019/01/25/business/media/buzzfeed-layoffs.html,20190125
Negative,Carlos Ghosn Faces New Charges in Japan as Pressure Mounts,Business,cc3c258c-2be0-40dd-a074-549802bb7cc9,https://www.nytimes.com/2019/01/11/business/carlos-ghosn-nissan-charges.html,20190111
Negative,"Carlos Ghosn May Have Spent Company Funds on Wedding Party, Renault Says",Business,1cab6310-2329-4ac3-8104-255627617ca0,https://www.nytimes.com/2019/02/07/business/carlos-ghosn-versailles-renault.html,20190207
Negative,Carlos Ghosn Says He’s the Victim of ‘Plot and Treason’ by Rivals at Nissan,Business,10153ff7-d544-434b-bab2-412ff8b4e98f,https://www.nytimes.com/2019/01/30/business/carlos-ghosn-nissan.html,20190130
Negative,"Carlos Ghosn, Former Nissan Chairman, Will Appear in Court",Business,cd0170bc-3268-4521-b587-e3b117c9fba2,https://www.nytimes.com/2019/01/04/business/carlos-ghosn-nissan-court.html,20190104
Negative,Chief of Apple Stores Is Leaving After 5 Years in the Job,Business,d9aeeb42-484c-4373-a557-fb1affce7c7c,https://www.nytimes.com/2019/02/05/technology/apple-stores-angela-ahrendts.html,20190206
Negative,Chilling Davos: A Bleak Warning on Global Division and Debt,Business,a41cb22d-fc47-4ba9-b931-806ad935a65c,https://www.nytimes.com/2019/01/22/business/dealbook/world-economic-forum-klarman.html,20190122
Negative,China Appears to Block Microsoft’s Bing as Censorship Intensifies,Business,aa024d40-8efe-48a5-a952-5e2a0d338871,https://www.nytimes.com/2019/01/23/business/china-microsoft-bing.html,20190124
Negative,"China Transforms, and a Factory Owner Struggles to Follow",Business,9150db07-a582-4352-824b-62765a1cfe45,https://www.nytimes.com/2019/01/21/technology/china-economy-manufacturing-labor-costs.html,20190121
Negative,China Warnings From Caterpillar and Nvidia Hit U.S. Stocks,Business,834f2dae-3652-442a-a7be-59b6783e4c51,https://www.nytimes.com/2019/01/28/business/stock-market-china-profits.html,20190128
Negative,"China’s Economy, by the Numbers, Is Worse Than It Looks",Business,c5c2c135-d44e-4bf7-87ce-8287cb91efb3,https://www.nytimes.com/2019/01/20/business/china-economy-gdp-fourth-quarter.html,20190121
Negative,China’s Slowdown Looms Just as the World Looks for Growth,Business,050dad1f-d7a6-47fb-b7ff-eac5bb30a0a3,https://www.nytimes.com/2019/01/20/business/china-economy-growth-davos.html,20190120
Negative,"Chinese Consumers’ Confidence Sags, Casting a Pall Over the Global Economy",Business,bfe0b44e-1084-4527-8cc6-de5303cffbb8,https://www.nytimes.com/2019/01/03/business/china-consumer-economy-apple-iphone.html,20190103
Negative,Confidence in the Economy Has Faded. Will It Rebound?,Business,041236f9-1c09-4b6d-8122-0be935b9fe6d,https://www.nytimes.com/2019/02/13/business/dealbook/economy-consumer-confidence-rebound.html,20190213
Negative,Curbs on A.I. Exports? Silicon Valley Fears Losing Its Edge,Business,b3e49fb0-1442-486b-a5cd-6b8f08fd093f,https://www.nytimes.com/2019/01/01/technology/artificial-intelligence-export-restrictions.html,20190101
Negative,DealBook Briefing: 5G Is the New Arms Race With China,Business,5ee2022a-3c60-4efb-9433-26fc15cf1f85,https://www.nytimes.com/2019/01/28/business/dealbook/us-china-5g-huawei-internet.html,20190128
Negative,DealBook Briefing: ‘Brexit’ Deal Fails; What’s Next for Britain?,Business,ba7bd861-1e9a-4dd7-a1f8-8b2bd16ee8e8,https://www.nytimes.com/2019/01/16/business/dealbook/brexit-defeat-britain-may.html,20190116
Negative,DealBook Briefing: ‘Forecasting a Slowdown’ for 2019,Business,b2f312a5-a784-4bc3-beb1-2117d09bd467,https://www.nytimes.com/2019/01/15/business/dealbook/pge-banktruptcy-california-wildfires.html,20190115
Negative,DealBook Briefing: Apple’s Struggles Add to Uncertainty in Markets,Business,20b7bc9b-865b-4c19-97d0-39624060f3cc,https://www.nytimes.com/2019/01/03/business/dealbook/apple-china-slowdown-markets.html,20190103
Negative,DealBook Briefing: Criminal Charges for Huawei and a Top Executive,Business,91ca9d4a-e3af-473e-a681-38f02369e6a7,https://www.nytimes.com/2019/01/29/business/dealbook/huawei-criminal-charges-trade-secrets.html,20190129
Negative,DealBook Briefing: Feeling the Bite of the Government Shutdown,Business,9c92490a-71f2-4db0-89d8-b0d827069bfe,https://www.nytimes.com/2019/01/09/business/dealbook/government-shutdown-trump-speech-economy.html,20190109
Negative,DealBook Briefing: Growing Unease Over Government Shutdown,Business,b5edfb92-8cbf-4a3f-bedb-d56a5b505602,https://www.nytimes.com/2019/01/11/business/dealbook/government-shutdown-border-wall.html,20190111
Negative,"DealBook Briefing: Jeff Bezos, Blackmail and ‘Below the Belt’ Selfies",Business,a61dc3b5-a087-4d50-aebd-2e9400137665,https://www.nytimes.com/2019/02/08/business/dealbook/jeff-bezos-blackmail.html,20190208
Negative,DealBook Briefing: Tech No Longer Carries the Stock Market,Business,905b2bbe-b91b-466f-a5ae-7b9bf2e9ee51,https://www.nytimes.com/2019/02/04/business/dealbook/tech-chips-slowdown.html,20190204
Negative,DealBook Briefing: The Biggest Bank Merger Since the Financial Crisis,Business,57b983b4-dbdb-4a80-bc4b-587a9b003be2,https://www.nytimes.com/2019/02/07/business/dealbook/bbt-suntrust-merger.html,20190207
Negative,DealBook Briefing: Trade Concerns Rise on Report of Canceled Meeting,Business,17fb091b-735a-46f3-a4d2-bcc15c18771b,https://www.nytimes.com/2019/01/23/business/dealbook/trade-talks-us-china.html,20190123
Negative,DealBook Briefing: Trump Tariffs Threaten U.S. Jobs,Business,040c6f63-4678-411a-8f12-75923175d0d2,https://www.nytimes.com/2019/01/07/business/dealbook/trump-tariffs-jobs-trade.html,20190107
Negative,DealBook Briefing: What Could Go Wrong in 2019? Plenty,Business,9316c82c-f0a7-4663-82dd-19100801f433,https://www.nytimes.com/2019/01/02/business/dealbook/wall-street-2019-predictions.html,20190102
Negative,DealBook Briefing: World Economic Forum Begins With a Warning,Business,afdbc112-0824-4cb1-894b-d84e2808513a,https://www.nytimes.com/2019/01/22/business/dealbook/davos-world-economic-forum.html,20190122
Negative,"Despite Bitcoin’s Dive, a Former Soviet Republic Is Still Betting Big on It",Business,b1dd4b54-7274-4255-9f88-def8361bc727,https://www.nytimes.com/2019/01/22/business/georgia-bitcoin-blockchain-bitfury.html,20190122
Negative,Did Australia Hurt Phone Security Around the World?,Business,94c0a21e-a7d7-4246-b4fc-5273a42c6faa,https://www.nytimes.com/2019/01/22/technology/australia-cellphone-encryption-security.html,20190122
Negative,Did Trump Cave on the Wall? Some Conservatives Say Yes,Politics,ac7d8f46-ecf7-46c8-a0a6-ab663936e49d,https://www.nytimes.com/2019/01/25/us/politics/trump-caved-ann-coulter.html,20190125
Negative,Does Facebook Really Know How Many Fake Accounts It Has?,Business,c70afa85-580c-432a-b299-d523876a7fd5,https://www.nytimes.com/2019/01/30/technology/facebook-fake-accounts.html,20190130
Negative,Doug Jones Risks His Alabama Senate Seat Over the Shutdown and the Wall,Politics,fcb85a38-daab-458c-af1d-e2ac636de10e,https://www.nytimes.com/2019/01/18/us/politics/government-shutdown-alabama-politics.html,20190118
Negative,E.C.B. Takes Reins of Italian Bank to Prevent Wider Crisis,Business,5cddbde3-e424-4624-a65b-eb1b9dae94a6,https://www.nytimes.com/2019/01/02/business/ecb-italian-bank-banca-carige.html,20190102
Negative,F.T.C. Is Said to Be Considering Large Facebook Fines,Business,313e2ec9-f536-4385-be15-203158b9c120,https://www.nytimes.com/2019/01/18/technology/facebook-ftc-fines.html,20190119
Negative,Fake News as ‘Moral Imperative’? Democrats’ Alabama Move Hints at Ugly 2020,Business,c30f167d-0fd3-42da-bd38-4027d71c1bc0,https://www.nytimes.com/2019/01/13/business/media/democrats-disinformation-election-interference.html,20190114
Negative,Fiat Chrysler’s Diesel Effort Produces a Costly Settlement,Business,202391b0-aaaa-4196-9add-1b354b6283df,https://www.nytimes.com/2019/01/10/business/fiat-chrysler-justice-emissions-settlement.html,20190110
Negative,Flip-Flop by Fed Scrambles Outlook for World Markets,Business,86760afc-5305-4ad9-b5d1-23829b927e16,https://www.nytimes.com/2019/02/10/business/federal-reserve-stock-market.html,20190210
Negative,"For Car Buyers Who Got a Lemon, State Laws Vary Widely",Business,12c05d56-37bc-4633-b73c-565cfec66a65,https://www.nytimes.com/2019/02/06/automobiles/car-lemon-laws-states.html,20190206
Negative,"For Once, Amazon Loses a Popularity Contest",Business,8dac93ca-478e-4533-9b1b-2844cbd5374a,https://www.nytimes.com/2019/02/14/business/amazon-new-york-city.html,20190214
Negative,Former Senior Apple Lawyer Charged With Insider Trading,Business,0a4dd127-8065-424a-9416-543a2cc6c4b0,https://www.nytimes.com/2019/02/13/technology/apple-insider-trading.html,20190213
Negative,For-Profit Chain Cancels $494 Million in Student Debt to End State Investigations,Business,21d7350b-eaaf-4a6b-b317-b0e2bd49d100,https://www.nytimes.com/2019/01/03/business/student-debt-career-education-corporation.html,20190103
Negative,Fracking Wasn’t Supposed to Cause Quakes in U.K. But Then the Ground Shook.,Business,745df301-1547-4296-b91e-cf2a683626f2,https://www.nytimes.com/2019/01/21/business/energy-environment/fracking-britain-cuadrilla-resources.html,20190121
Negative,French Government Calls for Carlos Ghosn to Be Replaced as Renault’s Leader,Business,6127dfc0-6c06-4964-b535-a2166a814db4,https://www.nytimes.com/2019/01/16/business/renault-carlos-ghosn.html,20190116
Negative,"From Goldman’s 1MDB Scandal to Bitcoin, Here’s a Look Ahead at 2019",Business,0f98549b-9833-4f98-bdcd-fb983ad566c8,https://www.nytimes.com/2019/01/07/business/dealbook/goldman-1mdb-bitcoin.html,20190107
Negative,Gannett Rejects Hostile Bid From Hedge Fund-Backed Group,Business,dfe9ac4b-ac30-400f-9b24-5d707958da3f,https://www.nytimes.com/2019/02/04/business/media/gannett-media-news.html,20190204
Negative,German Growth Stagnates as Trump Trade War Starts to Bite,Business,f339a624-851a-44ae-86a0-bc7f755d81e5,https://www.nytimes.com/2019/02/14/business/germany-economy.html,20190214
Negative,Germany Restricts Facebook’s Data Gathering,Business,a7221ae6-486d-42fb-ad89-77f28d0ae206,https://www.nytimes.com/2019/02/07/technology/germany-facebook-data.html,20190207
Negative,Goldman Sachs’s Tactic in Malaysian Fraud Case: Smear an Ex-Partner,Business,be6118a5-818e-4960-b530-a3a0ff2264d2,https://www.nytimes.com/2019/01/16/business/goldman-malaysia-1mdb-leissner.html,20190116
Negative,Google Is Fined $57 Million Under Europe’s Data Privacy Law,Business,a6a5fd5e-a12d-445a-ba76-700463dfe07d,https://www.nytimes.com/2019/01/21/technology/google-europe-gdpr-fine.html,20190121
Negative,Government Shutdown Shakes Stability of Jobs That Are Often the Best Around,Business,e305fbb3-aeab-4600-b363-fca853903a88,https://www.nytimes.com/2019/01/16/business/economy/federal-workers-shutdown.html,20190117
Negative,Government Shutdown Squeezes Contractors as Checks Stop and Invoices Stall,Business,0cc72a79-b9e2-4433-a54a-6cae8703799d,https://www.nytimes.com/2019/01/12/business/contractors-government-shutdown-effect.html,20190112
Negative,He Reported on Facebook. Now He Approaches It With Caution.,Business,50e58433-1134-43c7-8247-0ed40621a1a6,https://www.nytimes.com/2019/01/23/technology/personaltech/facebook-online-privacy.html,20190123
Negative,Hitachi to Cease Work on Nuclear Power Plant in North Wales,Business,ac9f749c-32ce-4953-b247-e62e1e1ac416,https://www.nytimes.com/2019/01/17/business/energy-environment/hitachi-horizon-wales-nuclear-plant.html,20190117
Negative,How U.S. Criminal Laws Became Weapons in the China Trade War,Business,a9c5f6a1-ff5a-4357-9ba3-f10cc3658421,https://www.nytimes.com/2019/02/04/business/dealbook/huawei-law-trade.html,20190204
Negative,"Huawei and China, Facing U.S. Charges, Have Few Ways to Retaliate",Business,62a802e0-7c48-46a9-bbb5-e84508b05bfa,https://www.nytimes.com/2019/01/29/technology/huawei-indictment-criminal-charges.html,20190129
Negative,Huawei Said to Be Under U.S. Investigation in Trade-Secrets Case,Business,3c119216-6008-426d-9e4c-6bb1a1ac7c61,https://www.nytimes.com/2019/01/16/technology/huawei-investigation-trade-secrets.html,20190117
Negative,Huawei Threatens Lawsuit Against Czech Republic After Security Warning,Business,65981717-ed30-4a12-89c4-57ac828426b7,https://www.nytimes.com/2019/02/08/business/huawei-lawsuit-czech-republic.html,20190208
Negative,Hurricanes. Shootings. Fires. Time for an Editor’s Emergency Kit.,Business,e755e644-0992-4788-88b1-9c6250ee5fe2,https://www.nytimes.com/2019/01/02/technology/personaltech/breaking-emergency-news-tech.html,20190102
Negative,"In a Stumble for Apple, a FaceTime Bug Lets iPhone Users Eavesdrop",Business,eb5a4ed3-f03c-4ce9-afc4-0159f277fbf7,https://www.nytimes.com/2019/01/28/technology/personaltech/facetime-bug-iphone-hack.html,20190129
Negative,"In Virginia Governor’s Turmoil, Democrats See an Agenda at Risk",Politics,aea1c826-b9f2-4f7f-ba97-e459cc8fe576,https://www.nytimes.com/2019/02/03/us/politics/northam-governor-virginia.html,20190203
Negative,Insider Trading Remains a Fixture for Securities Enforcement,Business,ea6eac3b-b9c4-4599-8997-4c92ac417d9d,https://www.nytimes.com/2019/01/01/business/dealbook/insider-trading-enforcement-prosecution.html,20190101
Negative,It’s Final: Megyn Kelly and NBC Part Ways. And She Will Be Paid in Full.,Business,587ec345-ba8d-4453-bcca-256234b7b376,https://www.nytimes.com/2019/01/11/business/media/megyn-kelly-nbc.html,20190112
Negative,"Italy Slides Into Recession as Europe Stalls, Stoking Global Fears",Business,b7126213-3a9b-4bbf-a36f-a006ce76df8a,https://www.nytimes.com/2019/01/31/business/italy-recession-europe-slowdown.html,20190131
Negative,Jeff Bezos’ Extortion Claim Said to Be Under Review by Prosecutors,Business,fdcc3ea8-ae89-4aed-90dc-ffb1c3e6a13b,https://www.nytimes.com/2019/02/08/business/media/jeff-bezos-ami-national-enquirer-fight.html,20190209
Negative,"John Lasseter, Ousted From Pixar in #MeToo Wave, Finds New Hollywood Home",Business,41e068e4-bf7f-4556-8677-d5005eba7557,https://www.nytimes.com/2019/01/09/business/media/john-lasseter-skydance.html,20190109
